交易日期,作物代號,作物名稱,市場代號,市場名稱,上價(元/公斤),中價(元/公斤),下價(元/公斤),平均價(元/公斤),交易量(公斤),
105.02.17,R1,芒果-愛文,241,三重區,160.4,88.5,80,101.2,78,
105.02.13,R1,芒果-愛文,241,三重區,137.1,86.2,68,92.7,228,
105.02.07,R1,芒果-愛文,241,三重區,160,125.5,110,129.3,42,
105.02.06,R1,芒果-愛文,241,三重區,125,125,100,120,36,
105.02.06,R1,芒果-愛文,400,台中市,40,40,40,40,18,
105.02.04,R1,芒果-愛文,109,台北一,60,54.6,45,53.8,24,
105.02.04,R1,芒果-愛文,241,三重區,84.2,75,61.7,74.2,36,
105.02.02,R1,芒果-愛文,241,三重區,60,60,60,60,84,
105.01.31,R1,芒果-愛文,241,三重區,90,75,60,75,10,
105.01.31,R1,芒果-愛文,400,台中市,30,30,30,30,60,
104.10.24,R1,芒果-愛文,109,台北一,175,159.5,133.4,157.4,101,
104.10.20,R1,芒果-愛文,104,台北二,220,210,200,210,24,
104.10.20,R1,芒果-愛文,109,台北一,152,148.5,145,148.5,12,
104.10.18,R1,芒果-愛文,104,台北二,230,221.7,210,221,60,
104.10.18,R1,芒果-愛文,109,台北一,149.1,130.6,122.7,132.7,66,
104.10.16,R1,芒果-愛文,104,台北二,240,231.7,220,231,60,
104.10.16,R1,芒果-愛文,109,台北一,169.2,136,90,133.5,78,
104.10.13,R1,芒果-愛文,104,台北二,250,250,226.7,245.3,90,
104.10.13,R1,芒果-愛文,109,台北一,184.3,161.2,150,163.6,42,
104.10.11,R1,芒果-愛文,104,台北二,270,261.5,250,260.9,66,
104.10.11,R1,芒果-愛文,109,台北一,237.3,197.6,151.7,196.3,41,
104.10.10,R1,芒果-愛文,104,台北二,280,269.2,250,267.5,48,
104.10.10,R1,芒果-愛文,109,台北一,231.6,87.8,55,110,132,
104.10.09,R1,芒果-愛文,104,台北二,290,277.8,254.4,275.6,54,
104.10.09,R1,芒果-愛文,109,台北一,238.5,129.2,60.6,137.4,204,
104.10.08,R1,芒果-愛文,104,台北二,280,273.9,252.3,270.8,78,
104.10.08,R1,芒果-愛文,109,台北一,256.2,210,78.3,192.9,149,
104.10.07,R1,芒果-愛文,104,台北二,300,280,265,281,60,
104.10.07,R1,芒果-愛文,109,台北一,255.4,219.4,81.7,199,156,
104.10.06,R1,芒果-愛文,104,台北二,300,298.3,267.5,292.5,48,
104.10.06,R1,芒果-愛文,109,台北一,251,178.5,62.1,169.7,204,
104.10.04,R1,芒果-愛文,104,台北二,300,266.7,161.1,252.2,54,
104.10.04,R1,芒果-愛文,109,台北一,278.8,241.7,203.8,241.5,120,
104.10.03,R1,芒果-愛文,104,台北二,305,213.1,93.3,207.5,72,
104.10.03,R1,芒果-愛文,109,台北一,275.7,229.1,185.2,229.6,162,
104.10.02,R1,芒果-愛文,104,台北二,244.2,180.6,97.5,176.7,72,
104.10.02,R1,芒果-愛文,109,台北一,237.5,194.4,155.5,195.2,132,
104.10.02,R1,芒果-愛文,241,三重區,50,46.7,45,47,30,
104.10.01,R1,芒果-愛文,104,台北二,200,190,180,190,78,
104.10.01,R1,芒果-愛文,109,台北一,225.7,177.8,139.3,177.8,180,
104.09.30,R1,芒果-愛文,104,台北二,200,180.8,145,177.5,60,
104.09.30,R1,芒果-愛文,109,台北一,168.1,116.3,90,121.4,348,
104.09.30,R1,芒果-愛文,241,三重區,37,36.6,35,36.3,36,
104.09.27,R1,芒果-愛文,109,台北一,186.2,131.2,98.9,135.7,390,
104.09.27,R1,芒果-愛文,241,三重區,35,35,35,35,12,
104.09.26,R1,芒果-愛文,104,台北二,50,50,50,50,18,
104.09.26,R1,芒果-愛文,109,台北一,202.3,133.5,96.5,139.8,384,
104.09.26,R1,芒果-愛文,241,三重區,63.3,51.8,37.8,51.3,138,
104.09.25,R1,芒果-愛文,104,台北二,177.1,154.5,112.9,150.7,168,
104.09.25,R1,芒果-愛文,109,台北一,216,166.7,138,170.8,150,
104.09.24,R1,芒果-愛文,109,台北一,175.6,116.6,90.3,123.1,192,
104.09.23,R1,芒果-愛文,104,台北二,190,160.4,127.4,159.7,306,
104.09.23,R1,芒果-愛文,109,台北一,95,94.2,81.2,91.8,102,
104.09.23,R1,芒果-愛文,241,三重區,45,44.5,32,42.1,54,
104.09.22,R1,芒果-愛文,104,台北二,190.9,158.5,129.1,159.1,330,
104.09.22,R1,芒果-愛文,109,台北一,106.3,79.4,70,82.9,72,
104.09.20,R1,芒果-愛文,104,台北二,200,160.9,86.7,153.9,260,
104.09.20,R1,芒果-愛文,109,台北一,132.5,97.2,65,97.8,456,
104.09.19,R1,芒果-愛文,104,台北二,205.1,172.2,134.6,171.3,234,
104.09.19,R1,芒果-愛文,109,台北一,118.1,70.7,28.9,71.8,488,
104.09.18,R1,芒果-愛文,104,台北二,210,166,131.7,167.9,174,
104.09.18,R1,芒果-愛文,109,台北一,168,95.7,57,102.4,600,
104.09.18,R1,芒果-愛文,241,三重區,35,34.3,30,33.6,42,
104.09.17,R1,芒果-愛文,104,台北二,202.6,137,30,128.7,234,
104.09.17,R1,芒果-愛文,109,台北一,121.8,95.5,47.1,91.1,714,
104.09.16,R1,芒果-愛文,104,台北二,201.8,163.3,74.3,153.2,168,
104.09.16,R1,芒果-愛文,109,台北一,130,96.7,49.1,93.9,672,
104.09.16,R1,芒果-愛文,241,三重區,66.7,58,55,59.1,162,
104.09.16,R1,芒果-愛文,400,台中市,80,62.5,50,67.9,1270,
104.09.15,R1,芒果-愛文,104,台北二,215,174.3,124.3,172.4,210,
104.09.15,R1,芒果-愛文,109,台北一,201.7,102.3,55.6,112.9,792,
104.09.15,R1,芒果-愛文,241,三重區,55,44.9,40,46,276,
104.09.15,R1,芒果-愛文,260,宜蘭市,60,50,30,46.6,650,
104.09.15,R1,芒果-愛文,400,台中市,80,80,80,80,625,
104.09.13,R1,芒果-愛文,104,台北二,209.2,139.5,40,133.5,246,
104.09.13,R1,芒果-愛文,109,台北一,162,83.4,42.9,91,1260,
104.09.13,R1,芒果-愛文,241,三重區,111.5,59.2,37.6,65.3,378,
104.09.13,R1,芒果-愛文,260,宜蘭市,60,50,30,46.6,700,
104.09.13,R1,芒果-愛文,400,台中市,80,80,80,80,375,
104.09.12,R1,芒果-愛文,104,台北二,214.5,146.8,17,134.4,166,
104.09.12,R1,芒果-愛文,109,台北一,158,98.3,46.2,99.8,1554,
104.09.12,R1,芒果-愛文,241,三重區,45,42.1,40,42.3,153,
104.09.12,R1,芒果-愛文,260,宜蘭市,602,50,30,46.6,800,
104.09.12,R1,芒果-愛文,400,台中市,80,65,40,66.9,1412,
104.09.11,R1,芒果-愛文,104,台北二,215.6,178.2,100.9,170.2,162,
104.09.11,R1,芒果-愛文,109,台北一,161.3,87.7,40,92.9,1392,
104.09.11,R1,芒果-愛文,241,三重區,42.5,37.6,35,38,168,
104.09.11,R1,芒果-愛文,260,宜蘭市,60,50,30,46.6,900,
104.09.11,R1,芒果-愛文,400,台中市,80,45,10,79.2,506,
104.09.10,R1,芒果-愛文,104,台北二,213.3,133.3,40,130.7,90,
104.09.10,R1,芒果-愛文,109,台北一,166.1,96.9,45.8,100.5,959,
104.09.10,R1,芒果-愛文,241,三重區,61.1,49.2,35,48.7,546,
104.09.10,R1,芒果-愛文,260,宜蘭市,60,50,30,46.6,1150,
104.09.10,R1,芒果-愛文,400,台中市,80,70,60,72,1250,
104.09.09,R1,芒果-愛文,104,台北二,201,90,24.4,99.1,528,
104.09.09,R1,芒果-愛文,109,台北一,175.1,68.7,39,84.1,1278,
104.09.09,R1,芒果-愛文,241,三重區,118.4,60.3,41.9,68.3,741,
104.09.09,R1,芒果-愛文,260,宜蘭市,60,50,30,46.6,1250,
104.09.09,R1,芒果-愛文,400,台中市,80,36.7,25,67,1280,
104.09.08,R1,芒果-愛文,104,台北二,221.3,135.4,40.9,133.7,364,
104.09.08,R1,芒果-愛文,109,台北一,184.9,73.7,39.3,89,1601,
104.09.08,R1,芒果-愛文,241,三重區,125.3,64.9,36.3,71.3,1056,
104.09.08,R1,芒果-愛文,260,宜蘭市,60,50,30,46.6,1320,
104.09.08,R1,芒果-愛文,400,台中市,60,30,25,53.3,1382,
104.09.06,R1,芒果-愛文,104,台北二,226.9,153.2,106.7,158.7,381,
104.09.06,R1,芒果-愛文,109,台北一,139,70,35.6,76.9,2446,
104.09.06,R1,芒果-愛文,241,三重區,132.7,72.3,31.1,76.2,672,
104.09.06,R1,芒果-愛文,260,宜蘭市,60,50,30,46.6,1520,
104.09.06,R1,芒果-愛文,400,台中市,60,60,60,60,1250,
104.09.05,R1,芒果-愛文,104,台北二,141.1,67.2,38.6,76.2,2042,
104.09.05,R1,芒果-愛文,109,台北一,130.1,64.2,33.3,71.2,3064,
104.09.05,R1,芒果-愛文,241,三重區,127.7,64.5,33.3,70.9,974,
104.09.05,R1,芒果-愛文,260,宜蘭市,70,50,30,50,1980,
104.09.05,R1,芒果-愛文,400,台中市,65,32.5,15,56.8,1316,
104.09.04,R1,芒果-愛文,104,台北二,227.8,159.6,60.7,153.5,328,
104.09.04,R1,芒果-愛文,109,台北一,155.5,75.5,35.3,83.5,2452,
104.09.04,R1,芒果-愛文,241,三重區,133,74.9,40.4,79.6,659,
104.09.04,R1,芒果-愛文,260,宜蘭市,70,50,30,50,2520,
104.09.03,R1,芒果-愛文,104,台北二,180.6,73.5,48,89.8,642,
104.09.03,R1,芒果-愛文,109,台北一,158,91.2,42.6,94.8,2077,
104.09.03,R1,芒果-愛文,241,三重區,129.5,88,48.3,88.4,680,
104.09.03,R1,芒果-愛文,260,宜蘭市,70,50,30,50,2780,
104.09.03,R1,芒果-愛文,400,台中市,58.3,42,40.7,49.1,1352,
104.09.02,R1,芒果-愛文,104,台北二,187.8,68.3,33.7,85.3,790,
104.09.02,R1,芒果-愛文,109,台北一,157.7,73.5,33.4,82.3,2085,
104.09.02,R1,芒果-愛文,241,三重區,109.7,68,30,68.7,1136,
104.09.02,R1,芒果-愛文,260,宜蘭市,70,50,30,50,1320,
104.09.02,R1,芒果-愛文,400,台中市,60,40,30,38.6,3370,
104.09.01,R1,芒果-愛文,104,台北二,157.7,98.7,38.7,98.5,3270,
104.09.01,R1,芒果-愛文,109,台北一,152.8,63.8,28.2,74.5,5139,
104.09.01,R1,芒果-愛文,241,三重區,124,67.6,30.3,71.4,4536,
104.09.01,R1,芒果-愛文,260,宜蘭市,80,60,40,60,7520,
104.09.01,R1,芒果-愛文,400,台中市,46,28.8,15,42.8,1314,
104.08.28,R1,芒果-愛文,104,台北二,120.3,80.5,42.5,80.8,9548,
104.08.28,R1,芒果-愛文,109,台北一,152,76.3,37.8,83.7,5396,
104.08.28,R1,芒果-愛文,241,三重區,126.8,71.1,25.3,73.1,3885,
104.08.28,R1,芒果-愛文,260,宜蘭市,80,60,40,60,11980,
104.08.28,R1,芒果-愛文,400,台中市,70,42.8,23,50.5,1256,
104.08.27,R1,芒果-愛文,104,台北二,111.1,82,42.5,79.9,8726,
104.08.27,R1,芒果-愛文,109,台北一,113.8,56.1,33.8,63.1,10507,
104.08.27,R1,芒果-愛文,241,三重區,103.6,54.7,25.1,58.6,7700,
104.08.27,R1,芒果-愛文,260,宜蘭市,80,60,40,60,12540,
104.08.27,R1,芒果-愛文,400,台中市,63.2,35,22.1,37.4,10359,
104.08.26,R1,芒果-愛文,104,台北二,109.9,75.4,32.4,73.7,7499,
104.08.26,R1,芒果-愛文,109,台北一,107.6,51.4,29.9,58.3,10337,
104.08.26,R1,芒果-愛文,241,三重區,89.6,44.9,24.2,49.7,8820,
104.08.26,R1,芒果-愛文,260,宜蘭市,80,60,40,60,1450,
104.08.26,R1,芒果-愛文,400,台中市,82.4,41.3,23.2,40.1,10740,
104.08.25,R1,芒果-愛文,104,台北二,129.7,71.1,21.7,73,7490,
104.08.25,R1,芒果-愛文,109,台北一,110.4,51.2,33,59.4,11304,
104.08.25,R1,芒果-愛文,241,三重區,85.6,44.1,20.2,47.6,9981,
104.08.25,R1,芒果-愛文,260,宜蘭市,60,40,20,40,10500,
104.08.25,R1,芒果-愛文,400,台中市,79.2,36.9,17.6,36.3,15868,
104.08.25,R1,芒果-愛文,600,嘉義市,75,42,25,42,1200,
104.08.24,R1,芒果-愛文,600,嘉義市,75,43,25,43,1000,
104.08.23,R1,芒果-愛文,104,台北二,113.6,55.3,30.8,62.1,8035,
104.08.23,R1,芒果-愛文,109,台北一,103.6,55.8,31.4,60.4,10057,
104.08.23,R1,芒果-愛文,241,三重區,75.6,44.7,21.5,46.2,9679,
104.08.23,R1,芒果-愛文,260,宜蘭市,50,40,20,36.6,13210,
104.08.23,R1,芒果-愛文,400,台中市,64.6,42.3,27,38.8,5308,
104.08.23,R1,芒果-愛文,600,嘉義市,63,42,25,42,1200,
104.08.22,R1,芒果-愛文,104,台北二,98.8,52.5,29.6,57.2,11108,
104.08.22,R1,芒果-愛文,109,台北一,107.3,48.6,28.9,56.4,9896,
104.08.22,R1,芒果-愛文,241,三重區,77.3,44.1,21,46.1,10601,
104.08.22,R1,芒果-愛文,260,宜蘭市,50,40,20,36.6,12850,
104.08.22,R1,芒果-愛文,400,台中市,52.4,33.3,16.9,34.4,9206,
104.08.22,R1,芒果-愛文,600,嘉義市,62,40,25,40,1300,
104.08.21,R1,芒果-愛文,104,台北二,86.4,48.7,21.6,50.8,9342,
104.08.21,R1,芒果-愛文,109,台北一,102.8,49.9,26.9,55.8,9397,
104.08.21,R1,芒果-愛文,241,三重區,74.2,40,18.8,42.6,7485,
104.08.21,R1,芒果-愛文,260,宜蘭市,50,40,20,36.6,10820,
104.08.21,R1,芒果-愛文,400,台中市,53.4,33.9,17.7,36,8416,
104.08.21,R1,芒果-愛文,600,嘉義市,62,40,25,40,1400,
104.08.20,R1,芒果-愛文,104,台北二,85.2,45.3,26.9,49.6,11071,
104.08.20,R1,芒果-愛文,109,台北一,101.7,45,23.6,52,10066,
104.08.20,R1,芒果-愛文,241,三重區,65.7,35.9,18.7,38.4,10281,
104.08.20,R1,芒果-愛文,260,宜蘭市,50,40,20,36.6,11520,
104.08.20,R1,芒果-愛文,400,台中市,54.4,33.1,15.7,36.1,16620,
104.08.20,R1,芒果-愛文,600,嘉義市,60,42,25,42,1500,
104.08.20,R1,芒果-愛文,800,高雄市,60,54.6,49.1,54.5,22,
104.08.19,R1,芒果-愛文,104,台北二,82.2,44,22.6,47.4,10727,
104.08.19,R1,芒果-愛文,109,台北一,84.6,42.5,21.2,46.6,11273,
104.08.19,R1,芒果-愛文,241,三重區,60.4,32,17.5,34.8,15679,
104.08.19,R1,芒果-愛文,260,宜蘭市,60,50,15,41.6,10500,
104.08.19,R1,芒果-愛文,400,台中市,53.2,30.3,11.9,38.6,8602,
104.08.19,R1,芒果-愛文,600,嘉義市,58,42,26,42,1400,
104.08.18,R1,芒果-愛文,104,台北二,74.5,33.5,20.8,39.1,21176,
104.08.18,R1,芒果-愛文,109,台北一,86.9,42.6,23.5,47.6,15714,
104.08.18,R1,芒果-愛文,241,三重區,68.1,38.1,14.9,39.4,17006,
104.08.18,R1,芒果-愛文,260,宜蘭市,60,50,15,41.6,11630,
104.08.18,R1,芒果-愛文,400,台中市,46.6,26.1,12.5,35.1,15374,
104.08.18,R1,芒果-愛文,600,嘉義市,64,43,25,43,1800,
104.08.17,R1,芒果-愛文,600,嘉義市,63,43,25,43,2000,
104.08.16,R1,芒果-愛文,104,台北二,82.8,45.8,23.5,48.7,14727,
104.08.16,R1,芒果-愛文,109,台北一,82.4,42.2,26.5,47.1,16267,
104.08.16,R1,芒果-愛文,241,三重區,65.7,38.5,17.4,39.7,14603,
104.08.16,R1,芒果-愛文,260,宜蘭市,60,50,15,41.6,12530,
104.08.16,R1,芒果-愛文,400,台中市,55.2,29,15,37.9,5094,
104.08.16,R1,芒果-愛文,600,嘉義市,61,41,25,41,2300,
104.08.15,R1,芒果-愛文,104,台北二,78,44.4,22.9,46.8,15129,
104.08.15,R1,芒果-愛文,109,台北一,78.2,40.2,26.6,45.1,20400,
104.08.15,R1,芒果-愛文,241,三重區,64.7,36.6,20.7,39,14480,
104.08.15,R1,芒果-愛文,260,宜蘭市,60,50,15,41.6,12580,
104.08.15,R1,芒果-愛文,400,台中市,55.6,29.5,17.4,35,19060,
104.08.15,R1,芒果-愛文,800,高雄市,47.9,31.8,25,33.7,228,
104.08.14,R1,芒果-愛文,104,台北二,62.2,44.2,23.2,44.2,19704,
104.08.14,R1,芒果-愛文,109,台北一,98.3,48.1,28,48.1,22450,
104.08.14,R1,芒果-愛文,241,三重區,66.6,35.8,16.6,38.1,23858,
104.08.13,R1,芒果-愛文,104,台北二,75.6,46,25.3,47.8,16954,
104.08.13,R1,芒果-愛文,109,台北一,83.6,43.8,25.8,48.2,25645,
104.08.13,R1,芒果-愛文,241,三重區,64.5,36.8,15.6,38.1,27257,
104.08.13,R1,芒果-愛文,260,宜蘭市,60,50,15,41.6,11500,
104.08.13,R1,芒果-愛文,400,台中市,48.9,27,15.9,34.9,29512,
104.08.13,R1,芒果-愛文,600,嘉義市,66,45,25,45,3300,
104.08.12,R1,芒果-愛文,104,台北二,75.9,40.4,25.1,44.4,12452,
104.08.12,R1,芒果-愛文,109,台北一,80.3,40.5,28,46,20393,
104.08.12,R1,芒果-愛文,241,三重區,62.9,35.6,18.8,37.7,18845,
104.08.12,R1,芒果-愛文,260,宜蘭市,55,45,15,38.3,10200,
104.08.12,R1,芒果-愛文,400,台中市,54.4,28.4,13,36.7,13855,
104.08.12,R1,芒果-愛文,600,嘉義市,54,40,25,40,2500,
104.08.12,R1,芒果-愛文,800,高雄市,70,45.9,30,47.5,443,
104.08.11,R1,芒果-愛文,104,台北二,73.5,34.7,18.8,39.3,18814,
104.08.11,R1,芒果-愛文,109,台北一,72.9,41.2,23,43.9,23400,
104.08.11,R1,芒果-愛文,241,三重區,66.1,33.4,16.5,36.6,21887,
104.08.11,R1,芒果-愛文,260,宜蘭市,55,45,15,38.3,9210,
104.08.11,R1,芒果-愛文,400,台中市,47.8,26.6,16.9,36.1,24052,
104.08.11,R1,芒果-愛文,600,嘉義市,53,40,25,40,2400,
104.08.10,R1,芒果-愛文,423,東勢鎮,25,25,23.1,23.1,54,
104.08.10,R1,芒果-愛文,600,嘉義市,50,40,25,40,1900,
104.08.09,R1,芒果-愛文,104,台北二,59,35.2,21.4,37.2,14877,
104.08.09,R1,芒果-愛文,109,台北一,68.6,40.5,27.6,43.5,10291,
104.08.09,R1,芒果-愛文,241,三重區,54.6,30.2,18.1,32.7,11608,
104.08.09,R1,芒果-愛文,260,宜蘭市,45,35,15,31.6,7520,
104.08.09,R1,芒果-愛文,400,台中市,60,34.9,19.4,44.8,5454,
104.08.09,R1,芒果-愛文,600,嘉義市,52,38,25,38,1400,
104.08.09,R1,芒果-愛文,930,台東市,58,37,23,38.7,380,
104.08.08,R1,芒果-愛文,104,台北二,71.7,34.5,18.9,38.8,9816,
104.08.08,R1,芒果-愛文,109,台北一,77.1,35.7,22.7,41.4,13000,
104.08.08,R1,芒果-愛文,241,三重區,55.4,27.4,15.6,30.6,17298,
104.08.08,R1,芒果-愛文,400,台中市,48.3,27.1,18.6,38,20872,
104.08.08,R1,芒果-愛文,600,嘉義市,60,40,28,40,2300,
104.08.08,R1,芒果-愛文,800,高雄市,60,60,60,60,54,
104.08.08,R1,芒果-愛文,930,台東市,60,39,25,40.8,360,
104.08.07,R1,芒果-愛文,104,台北二,66.9,36.8,22.6,40,15891,
104.08.07,R1,芒果-愛文,109,台北一,77.3,40,29.2,45.3,20864,
104.08.07,R1,芒果-愛文,241,三重區,57.3,34.1,17.1,35.4,17464,
104.08.07,R1,芒果-愛文,260,宜蘭市,45,35,15,21.6,12500,
104.08.07,R1,芒果-愛文,400,台中市,49.8,29.5,19.2,37.8,19248,
104.08.07,R1,芒果-愛文,600,嘉義市,58,38,28,38,2500,
104.08.07,R1,芒果-愛文,800,高雄市,80,60.5,46.2,61.5,234,
104.08.07,R1,芒果-愛文,830,鳳山區,50,30.6,24.1,30.6,2480,
104.08.07,R1,芒果-愛文,930,台東市,65,40,29,41.4,340,
104.08.06,R1,芒果-愛文,104,台北二,67.6,33,21.2,37.6,21104,
104.08.06,R1,芒果-愛文,109,台北一,76.9,40.3,27.6,45.1,19438,
104.08.06,R1,芒果-愛文,241,三重區,69.3,34.6,19.4,38.5,23398,
104.08.06,R1,芒果-愛文,260,宜蘭市,45,35,15,31.6,11200,
104.08.06,R1,芒果-愛文,400,台中市,52.1,29.4,19,37.9,24926,
104.08.06,R1,芒果-愛文,600,嘉義市,60,40,28,40,2500,
104.08.06,R1,芒果-愛文,800,高雄市,61.4,38.2,30,41.2,651,
104.08.06,R1,芒果-愛文,830,鳳山區,51.3,37.6,31.1,37.6,2020,
104.08.06,R1,芒果-愛文,930,台東市,56,37,30,39.8,440,
104.08.05,R1,芒果-愛文,104,台北二,68,35.6,22,39.4,19860,
104.08.05,R1,芒果-愛文,109,台北一,72.9,39.2,27.8,43.7,17884,
104.08.05,R1,芒果-愛文,241,三重區,55.1,33.3,21.9,35.4,21275,
104.08.05,R1,芒果-愛文,260,宜蘭市,45,35,15,31.6,10900,
104.08.05,R1,芒果-愛文,400,台中市,46.4,28,19.2,38.9,16576,
104.08.05,R1,芒果-愛文,600,嘉義市,52,33,16,33,3000,
104.08.05,R1,芒果-愛文,800,高雄市,60,51.5,40,50.9,495,
104.08.05,R1,芒果-愛文,930,台東市,55,41,26,42.3,500,
104.08.04,R1,芒果-愛文,104,台北二,73.1,40.9,23.9,43.9,29467,
104.08.04,R1,芒果-愛文,109,台北一,77.6,42.2,27.9,46.4,26620,
104.08.04,R1,芒果-愛文,241,三重區,69.2,35.9,21.2,39.6,30908,
104.08.04,R1,芒果-愛文,260,宜蘭市,45,35,15,31.6,11850,
104.08.04,R1,芒果-愛文,400,台中市,50.4,32.4,22.1,38.7,28767,
104.08.04,R1,芒果-愛文,600,嘉義市,53,35,17,35,2700,
104.08.04,R1,芒果-愛文,800,高雄市,63,45.6,29.4,45.8,751,
104.08.04,R1,芒果-愛文,930,台東市,50,40,27,40.6,500,
104.08.03,R1,芒果-愛文,600,嘉義市,50,33,16,33,2500,
104.08.02,R1,芒果-愛文,104,台北二,74.1,44.3,26.2,46.6,23423,
104.08.02,R1,芒果-愛文,109,台北一,75.3,42.3,31.4,46.7,25242,
104.08.02,R1,芒果-愛文,241,三重區,69,37.3,23,40.8,25284,
104.08.02,R1,芒果-愛文,260,宜蘭市,45,35,15,31.6,11520,
104.08.02,R1,芒果-愛文,400,台中市,55.8,33.6,20.7,40.8,17828,
104.08.02,R1,芒果-愛文,600,嘉義市,52,33,16,33,2500,
104.08.02,R1,芒果-愛文,800,高雄市,50,34.8,30,36.9,251,
104.08.02,R1,芒果-愛文,830,鳳山區,27.1,22,19,22,4910,
104.08.02,R1,芒果-愛文,930,台東市,46,33,25,34.5,560,
104.08.01,R1,芒果-愛文,104,台北二,86.1,47.4,27.3,51.1,16373,
104.08.01,R1,芒果-愛文,109,台北一,78.7,42.6,27.9,46.9,23415,
104.08.01,R1,芒果-愛文,241,三重區,74.2,38.1,25.8,42.9,18866,
104.08.01,R1,芒果-愛文,260,宜蘭市,45,35,15,31.6,12800,
104.08.01,R1,芒果-愛文,400,台中市,54.6,37,21.9,42.1,18982,
104.08.01,R1,芒果-愛文,600,嘉義市,53,33,15,33,2600,
104.08.01,R1,芒果-愛文,800,高雄市,31.7,27.6,25,27.9,1356,
104.08.01,R1,芒果-愛文,930,台東市,45,32,23,33.7,540,
104.07.31,R1,芒果-愛文,104,台北二,76.4,44.5,23.9,46.8,14821,
104.07.31,R1,芒果-愛文,109,台北一,80.4,45.8,32.1,50,21501,
104.07.31,R1,芒果-愛文,241,三重區,74.4,38.8,20.8,42.4,14844,
104.07.31,R1,芒果-愛文,260,宜蘭市,45,35,15,31.6,12500,
104.07.31,R1,芒果-愛文,400,台中市,54,33.7,20.8,40.5,19077,
104.07.31,R1,芒果-愛文,800,高雄市,50,31.3,25,33.8,1066,
104.07.31,R1,芒果-愛文,930,台東市,46,30,24,30.5,480,
104.07.30,R1,芒果-愛文,104,台北二,75.4,41.9,25.3,45.3,19753,
104.07.30,R1,芒果-愛文,109,台北一,79.6,43.1,30.7,47.9,22906,
104.07.30,R1,芒果-愛文,241,三重區,62.6,31.1,17,34.6,27228,
104.07.30,R1,芒果-愛文,260,宜蘭市,45,35,15,31.6,13100,
104.07.30,R1,芒果-愛文,400,台中市,52.2,32.6,20.8,37.1,34027,
104.07.30,R1,芒果-愛文,600,嘉義市,53,34,15,34,2400,
104.07.30,R1,芒果-愛文,800,高雄市,33.7,26.5,25,27.6,1496,
104.07.30,R1,芒果-愛文,930,台東市,40,27,24,28.4,480,
104.07.29,R1,芒果-愛文,104,台北二,64.8,35,22.7,38.5,25979,
104.07.29,R1,芒果-愛文,109,台北一,72.1,40.7,26.3,44.1,27446,
104.07.29,R1,芒果-愛文,241,三重區,61.8,29.3,19.3,33.8,29833,
104.07.29,R1,芒果-愛文,260,宜蘭市,45,35,15,31.6,13900,
104.07.29,R1,芒果-愛文,400,台中市,46.9,27.8,17.1,36.9,39612,
104.07.29,R1,芒果-愛文,600,嘉義市,50,35,15,35,2700,
104.07.29,R1,芒果-愛文,800,高雄市,39.7,28.8,25,30.2,2288,
104.07.29,R1,芒果-愛文,930,台東市,43,28,23,31.6,500,
104.07.28,R1,芒果-愛文,104,台北二,64.7,41.5,22,42.2,31061,
104.07.28,R1,芒果-愛文,109,台北一,74.7,41.8,25.9,45.2,25332,
104.07.28,R1,芒果-愛文,241,三重區,59.3,32,19.4,35,39714,
104.07.28,R1,芒果-愛文,260,宜蘭市,40,30,15,28.3,13500,
104.07.28,R1,芒果-愛文,400,台中市,46.9,27.4,14.8,35.7,45359,
104.07.28,R1,芒果-愛文,600,嘉義市,48,33,15,33,3000,
104.07.28,R1,芒果-愛文,800,高雄市,47.4,28.3,21.7,30.8,3447,
104.07.28,R1,芒果-愛文,830,鳳山區,30.3,23.9,20,23.9,3010,
104.07.28,R1,芒果-愛文,930,台東市,46,27,20,28.4,460,
104.07.27,R1,芒果-愛文,600,嘉義市,48,32,15,32,2800,
104.07.26,R1,芒果-愛文,104,台北二,62.9,39,21.1,40.2,25669,
104.07.26,R1,芒果-愛文,109,台北一,67.3,37.6,24.6,40.9,22416,
104.07.26,R1,芒果-愛文,241,三重區,57.8,35.1,21.1,36.8,26849,
104.07.26,R1,芒果-愛文,260,宜蘭市,40,30,15,28.3,14520,
104.07.26,R1,芒果-愛文,400,台中市,46.1,30.2,19.3,33.7,32468,
104.07.26,R1,芒果-愛文,600,嘉義市,44,29,17,29,2200,
104.07.26,R1,芒果-愛文,800,高雄市,33.1,27.5,25,28.1,2678,
104.07.26,R1,芒果-愛文,830,鳳山區,30,23.2,19.1,23.2,2840,
104.07.26,R1,芒果-愛文,930,台東市,32,26,20,26.4,460,
104.07.25,R1,芒果-愛文,104,台北二,65.3,43.3,24.2,43.9,22749,
104.07.25,R1,芒果-愛文,109,台北一,65.2,36.9,22.4,39.7,24479,
104.07.25,R1,芒果-愛文,241,三重區,58.5,36.8,21.3,38.1,27631,
104.07.25,R1,芒果-愛文,260,宜蘭市,40,30,15,28.3,13850,
104.07.25,R1,芒果-愛文,400,台中市,48.4,31.2,17.9,35,36667,
104.07.25,R1,芒果-愛文,600,嘉義市,44,28,16,28,2300,
104.07.25,R1,芒果-愛文,800,高雄市,38.8,27.2,22,28.5,3208,
104.07.25,R1,芒果-愛文,830,鳳山區,28.1,22.1,18.1,22.1,2990,
104.07.25,R1,芒果-愛文,930,台東市,35,26,21,26.6,480,
