交易日期,作物代號,作物名稱,市場代號,市場名稱,上價(元/公斤),中價(元/公斤),下價(元/公斤),平均價(元/公斤),交易量(公斤),
105.11.01,R1,芒果-愛文,109,台北一,265,212.5,147.5,210,60,
105.10.29,R1,芒果-愛文,104,台北二,120,120,120,120,12,
105.10.28,R1,芒果-愛文,109,台北一,298.6,176.3,110,187.5,168,
105.10.27,R1,芒果-愛文,109,台北一,350,350,350,350,6,
105.10.26,R1,芒果-愛文,104,台北二,130,130,130,130,12,
105.10.25,R1,芒果-愛文,109,台北一,320,182,137.8,200.7,162,
105.10.23,R1,芒果-愛文,104,台北二,120,120,120,120,8,
105.10.23,R1,芒果-愛文,109,台北一,334.7,209.9,152.2,223.3,108,
105.10.22,R1,芒果-愛文,104,台北二,118.2,100,100,103.6,22,
105.10.22,R1,芒果-愛文,109,台北一,275,167.3,128.9,181.2,156,
105.10.21,R1,芒果-愛文,109,台北一,322.5,164.6,115,186.3,120,
105.10.20,R1,芒果-愛文,109,台北一,346,156.7,132.9,189.8,126,
105.10.19,R1,芒果-愛文,109,台北一,333.9,145.2,116.8,177.3,186,
105.10.18,R1,芒果-愛文,104,台北二,120,120,120,120,16,
105.10.18,R1,芒果-愛文,109,台北一,388.7,168.1,95,197.6,222,
105.10.16,R1,芒果-愛文,109,台北一,324.5,135.2,91.6,164.3,174,
105.10.15,R1,芒果-愛文,104,台北二,130,130,130,130,4,
105.10.15,R1,芒果-愛文,109,台北一,361.6,137.2,85,171.6,258,
105.10.14,R1,芒果-愛文,104,台北二,130,130,130,130,4,
105.10.14,R1,芒果-愛文,109,台北一,321.1,162,100,181.4,84,
105.10.13,R1,芒果-愛文,104,台北二,150,150,150,150,4,
105.10.13,R1,芒果-愛文,109,台北一,239.4,116.5,67.1,131.2,102,
105.10.12,R1,芒果-愛文,104,台北二,125,125,125,125,8,
105.10.12,R1,芒果-愛文,109,台北一,273,144.4,104.8,162.2,138,
105.10.11,R1,芒果-愛文,109,台北一,271.4,134.5,88.8,152.7,312,
105.10.09,R1,芒果-愛文,104,台北二,125,125,125,125,12,
105.10.09,R1,芒果-愛文,109,台北一,295.3,195.8,114.6,199.4,216,
105.10.08,R1,芒果-愛文,109,台北一,369.4,171.9,108.4,198.7,186,
105.10.08,R1,芒果-愛文,241,三重區,130,130,130,130,7,
105.10.07,R1,芒果-愛文,104,台北二,418.8,295.8,125,286.3,32,
105.10.07,R1,芒果-愛文,109,台北一,341,148.5,92.9,175.9,276,
105.10.06,R1,芒果-愛文,109,台北一,385,133.7,80,173.2,252,
105.10.05,R1,芒果-愛文,109,台北一,279.9,130.3,80.6,150.3,307,
105.10.04,R1,芒果-愛文,104,台北二,450,259.5,85.7,262.9,21,
105.10.04,R1,芒果-愛文,109,台北一,425.5,157.2,71.1,193.6,306,
105.10.02,R1,芒果-愛文,104,台北二,351.8,120,120,166.4,66,
105.10.02,R1,芒果-愛文,109,台北一,452.1,192.6,83.2,222.6,269,
105.10.01,R1,芒果-愛文,104,台北二,654.6,183.5,128,266.6,78,
105.10.01,R1,芒果-愛文,109,台北一,421.7,179.1,76.5,207.1,288,
105.09.30,R1,芒果-愛文,104,台北二,100,100,100,100,36,
105.09.30,R1,芒果-愛文,109,台北一,339.4,190.9,96.2,201.7,288,
105.09.29,R1,芒果-愛文,104,台北二,450,298.3,145,298,30,
105.09.29,R1,芒果-愛文,109,台北一,457,199.7,104.1,232.1,378,
105.09.28,R1,芒果-愛文,104,台北二,110,110,110,110,32,
105.09.28,R1,芒果-愛文,109,台北一,400,375,350,375,12,
105.09.27,R1,芒果-愛文,104,台北二,646.4,361.2,157.5,377.5,84,
105.09.27,R1,芒果-愛文,109,台北一,425,210.1,100.4,231.2,360,
105.09.25,R1,芒果-愛文,104,台北二,416.7,369.4,183.3,341.7,36,
105.09.25,R1,芒果-愛文,109,台北一,400,163.9,85,195.4,330,
105.09.24,R1,芒果-愛文,104,台北二,391.1,299.3,138.9,285.6,54,
105.09.24,R1,芒果-愛文,109,台北一,676.3,246.1,115.2,305.9,162,
105.09.23,R1,芒果-愛文,104,台北二,394.6,273.6,136.8,270.5,66,
105.09.23,R1,芒果-愛文,109,台北一,548.9,191.9,95,243.9,216,
105.09.23,R1,芒果-愛文,260,宜蘭市,270,180,60,180,1280,
105.09.22,R1,芒果-愛文,104,台北二,428.2,241.4,143.2,259.1,102,
105.09.22,R1,芒果-愛文,109,台北一,574.5,136.2,75.6,211.8,314,
105.09.22,R1,芒果-愛文,241,三重區,77,70.3,57,69,60,
105.09.22,R1,芒果-愛文,260,宜蘭市,270,190,60,195,1160,
105.09.21,R1,芒果-愛文,104,台北二,383.3,279.4,140,272.3,90,
105.09.21,R1,芒果-愛文,109,台北一,557.1,159.9,76.2,222.6,276,
105.09.21,R1,芒果-愛文,260,宜蘭市,280,200,60,195,1350,
105.09.20,R1,芒果-愛文,104,台北二,406.1,287.6,138.7,281.5,138,
105.09.20,R1,芒果-愛文,109,台北一,466.2,138.4,70.6,190.4,464,
105.09.20,R1,芒果-愛文,260,宜蘭市,200,130,60,125,1550,
105.09.18,R1,芒果-愛文,104,台北二,368.6,245.7,132.9,247.7,210,
105.09.18,R1,芒果-愛文,109,台北一,279.7,117.4,72.7,140.9,1748,
105.09.18,R1,芒果-愛文,260,宜蘭市,200,130,60,125,1250,
105.09.18,R1,芒果-愛文,800,高雄市,90,90,90,90,30,
105.09.15,R1,芒果-愛文,104,台北二,370.4,185.1,62.1,197.6,328,
105.09.15,R1,芒果-愛文,109,台北一,511.5,211.3,90.4,247.2,390,
105.09.15,R1,芒果-愛文,260,宜蘭市,250,160,70,158,1880,
105.09.15,R1,芒果-愛文,800,高雄市,100,100,100,100,80,
105.09.14,R1,芒果-愛文,104,台北二,384.3,277.2,107.9,264.8,201,
105.09.14,R1,芒果-愛文,109,台北一,382.4,133.4,66.8,169.9,1776,
105.09.14,R1,芒果-愛文,241,三重區,120,105,60,99,144,
105.09.14,R1,芒果-愛文,260,宜蘭市,250,160,70,157,2180,
105.09.14,R1,芒果-愛文,400,台中市,80,70,60,71.4,700,
105.09.13,R1,芒果-愛文,104,台北二,362.3,245.9,75.7,235.1,438,
105.09.13,R1,芒果-愛文,109,台北一,451.6,145.1,45,186.4,1049,
105.09.13,R1,芒果-愛文,260,宜蘭市,250,160,70,158,1850,
105.09.13,R1,芒果-愛文,400,台中市,80,70,60,70,900,
105.09.13,R1,芒果-愛文,800,高雄市,100,100,100,100,80,
105.09.11,R1,芒果-愛文,104,台北二,365.9,267.8,128.5,259.6,204,
105.09.11,R1,芒果-愛文,109,台北一,362.1,156.5,87.6,183.8,811,
105.09.11,R1,芒果-愛文,241,三重區,96.9,57.7,55,65,234,
105.09.11,R1,芒果-愛文,260,宜蘭市,230,160,70,155,1480,
105.09.11,R1,芒果-愛文,800,高雄市,100,100,100,100,60,
105.09.10,R1,芒果-愛文,104,台北二,366.2,227.9,66.9,223.4,182,
105.09.10,R1,芒果-愛文,109,台北一,384.1,150.9,66.8,180.7,944,
105.09.10,R1,芒果-愛文,241,三重區,150,118.6,52.4,111.7,156,
105.09.10,R1,芒果-愛文,260,宜蘭市,230,160,70,158,1680,
105.09.10,R1,芒果-愛文,800,高雄市,100,100,100,100,60,
105.09.09,R1,芒果-愛文,104,台北二,384.4,246.5,68,238.4,227,
105.09.09,R1,芒果-愛文,109,台北一,360.6,159.2,95.4,186.7,654,
105.09.09,R1,芒果-愛文,241,三重區,92,65.8,42.6,66.4,210,
105.09.09,R1,芒果-愛文,260,宜蘭市,200,140,30,138,1250,
105.09.08,R1,芒果-愛文,104,台北二,364.7,241.5,98.3,237.5,307,
105.09.08,R1,芒果-愛文,109,台北一,286.3,148.3,90.8,164.4,1344,
105.09.08,R1,芒果-愛文,241,三重區,133.3,50,47.6,66.2,306,
105.09.08,R1,芒果-愛文,260,宜蘭市,200,140,30,135,1460,
105.09.08,R1,芒果-愛文,400,台中市,180,120,60,150,20,
105.09.08,R1,芒果-愛文,800,高雄市,100,100,100,100,80,
105.09.07,R1,芒果-愛文,104,台北二,306.7,210.6,148.3,217.3,90,
105.09.07,R1,芒果-愛文,109,台北一,267,146.7,88,159,1675,
105.09.07,R1,芒果-愛文,241,三重區,99.7,70,37.7,69.5,570,
105.09.07,R1,芒果-愛文,260,宜蘭市,200,140,30,138,1650,
105.09.07,R1,芒果-愛文,930,台東市,100,80,60,80.6,120,
105.09.06,R1,芒果-愛文,104,台北二,334,194.1,75.4,198.3,724,
105.09.06,R1,芒果-愛文,109,台北一,295.4,151.6,61.2,162.3,2490,
105.09.06,R1,芒果-愛文,241,三重區,167.3,89.1,45.2,96,995,
105.09.06,R1,芒果-愛文,260,宜蘭市,250,160,50,155,1750,
105.09.06,R1,芒果-愛文,400,台中市,250,205,200,212.8,80,
105.09.06,R1,芒果-愛文,800,高雄市,100,100,100,100,60,
105.09.06,R1,芒果-愛文,930,台東市,100,80,60,80.6,150,
105.09.04,R1,芒果-愛文,104,台北二,439.8,285.7,190.3,297.4,696,
105.09.04,R1,芒果-愛文,109,台北一,345.3,147.7,79.8,173.6,1580,
105.09.04,R1,芒果-愛文,241,三重區,205,106.7,75,120,300,
105.09.04,R1,芒果-愛文,260,宜蘭市,250,150,50,148,1350,
105.09.04,R1,芒果-愛文,420,豐原區,100,92.9,50,85.71,210,
105.09.04,R1,芒果-愛文,600,嘉義市,108,85,66,85,200,
105.09.04,R1,芒果-愛文,800,高雄市,110,110,110,110,102,
105.09.04,R1,芒果-愛文,930,台東市,100,80,60,80.5,60,
105.09.03,R1,芒果-愛文,104,台北二,451.8,246.1,88.8,255.8,510,
105.09.03,R1,芒果-愛文,109,台北一,373.2,188.5,65.8,200.9,1422,
105.09.03,R1,芒果-愛文,241,三重區,204.6,89.4,45.3,103.6,469,
105.09.03,R1,芒果-愛文,260,宜蘭市,250,150,50,148,1550,
105.09.03,R1,芒果-愛文,400,台中市,250,120,57.5,85.3,1029,
105.09.03,R1,芒果-愛文,600,嘉義市,108,86,66,86,280,
105.09.03,R1,芒果-愛文,930,台東市,100,80,60,80.5,130,
105.09.02,R1,芒果-愛文,104,台北二,466.2,331,151.2,322.1,204,
105.09.02,R1,芒果-愛文,109,台北一,384,173.5,74.4,195.8,1452,
105.09.02,R1,芒果-愛文,241,三重區,175.6,75.4,55.1,91.4,750,
105.09.02,R1,芒果-愛文,260,宜蘭市,230,135,50,130,1260,
105.09.02,R1,芒果-愛文,800,高雄市,110,110,100,108,60,
105.09.02,R1,芒果-愛文,930,台東市,100,80,60,80.4,170,
105.09.01,R1,芒果-愛文,104,台北二,321,129.2,69.1,155.5,714,
105.09.01,R1,芒果-愛文,109,台北一,366.2,161.5,68.8,183.9,1294,
105.09.01,R1,芒果-愛文,241,三重區,270.5,142.3,64.3,152.3,437,
105.09.01,R1,芒果-愛文,260,宜蘭市,220,120,60,115,1550,
105.09.01,R1,芒果-愛文,400,台中市,213.3,68,45,73.5,1295,
105.09.01,R1,芒果-愛文,600,嘉義市,105,85,66,85,300,
105.09.01,R1,芒果-愛文,930,台東市,100,80,60,80.4,250,
105.08.31,R1,芒果-愛文,104,台北二,335.1,152.7,70.1,172.7,1013,
105.08.31,R1,芒果-愛文,109,台北一,305.7,127.1,62.3,149.9,2203,
105.08.31,R1,芒果-愛文,241,三重區,154.4,89.5,60.5,96.7,1749,
105.08.31,R1,芒果-愛文,260,宜蘭市,220,120,60,118,1850,
105.08.31,R1,芒果-愛文,400,台中市,65.3,38.2,25.3,55.8,186,
105.08.31,R1,芒果-愛文,420,豐原區,150,104.3,30,98.57,1050,
105.08.31,R1,芒果-愛文,600,嘉義市,100,84,65,84,1700,
105.08.31,R1,芒果-愛文,800,高雄市,110,110,110,110,60,
105.08.30,R1,芒果-愛文,104,台北二,320.9,187.8,90.2,194.9,820,
105.08.30,R1,芒果-愛文,109,台北一,293.9,129.9,61.2,149,3031,
105.08.30,R1,芒果-愛文,241,三重區,178.4,87.6,54.5,99.1,1413.5,
105.08.30,R1,芒果-愛文,260,宜蘭市,220,120,60,115,2250,
105.08.30,R1,芒果-愛文,400,台中市,148.1,43.6,22.8,71.9,2947,
105.08.30,R1,芒果-愛文,600,嘉義市,100,85,66,85,600,
105.08.30,R1,芒果-愛文,800,高雄市,100,100,100,100,36,
105.08.30,R1,芒果-愛文,930,台東市,100,80,60,80.4,270,
105.08.29,R1,芒果-愛文,600,嘉義市,100,85,66,85,600,
105.08.28,R1,芒果-愛文,104,台北二,266.5,138.5,79.8,152.3,1074,
105.08.28,R1,芒果-愛文,109,台北一,281,137.6,52.5,149.3,2009,
105.08.28,R1,芒果-愛文,241,三重區,144.7,83.4,40.9,87.2,2540,
105.08.28,R1,芒果-愛文,260,宜蘭市,220,120,60,125,2050,
105.08.28,R1,芒果-愛文,400,台中市,237.5,86.5,37.8,85.9,817,
105.08.28,R1,芒果-愛文,600,嘉義市,106,85,68,85,1000,
105.08.28,R1,芒果-愛文,800,高雄市,137.6,102,80,104.7,510,
105.08.28,R1,芒果-愛文,930,台東市,100,80,60,80.4,430,
105.08.27,R1,芒果-愛文,104,台北二,202.9,115.4,61.4,122.1,2546,
105.08.27,R1,芒果-愛文,109,台北一,259.2,106,27.5,120.9,3626,
105.08.27,R1,芒果-愛文,241,三重區,147.3,84.5,41.5,88.5,3936,
105.08.27,R1,芒果-愛文,260,宜蘭市,220,130,60,125,2250,
105.08.27,R1,芒果-愛文,400,台中市,149.5,65,28.6,76.7,2405,
105.08.27,R1,芒果-愛文,600,嘉義市,105,85,67,85,540,
105.08.27,R1,芒果-愛文,800,高雄市,100,100,100,100,60,
105.08.27,R1,芒果-愛文,930,台東市,100,80,60,80.4,560,
105.08.26,R1,芒果-愛文,104,台北二,206.7,111.9,60.6,120.6,1426,
105.08.26,R1,芒果-愛文,109,台北一,257.1,108.5,49.2,126.3,2713,
105.08.26,R1,芒果-愛文,241,三重區,150.1,81.1,38.7,86.4,2376,
105.08.26,R1,芒果-愛文,260,宜蘭市,220,130,60,127,1850,
105.08.26,R1,芒果-愛文,400,台中市,124.2,62.8,33.5,72.9,1900,
105.08.26,R1,芒果-愛文,420,豐原區,72,72,72,72,550,
105.08.26,R1,芒果-愛文,600,嘉義市,101,84,66,84,1000,
105.08.26,R1,芒果-愛文,930,台東市,130,100,80,100.5,630,
105.08.25,R1,芒果-愛文,104,台北二,187.4,107.6,66.8,115.4,2874,
105.08.25,R1,芒果-愛文,109,台北一,222.1,111.7,69.6,125.4,3138,
105.08.25,R1,芒果-愛文,241,三重區,137.9,74.5,42.6,80.8,2762,
105.08.25,R1,芒果-愛文,260,宜蘭市,180,100,60,95,2160,
105.08.25,R1,芒果-愛文,400,台中市,104,60.4,30,78.2,1251,
105.08.25,R1,芒果-愛文,600,嘉義市,100,84,66,84,1000,
105.08.25,R1,芒果-愛文,800,高雄市,110,110,110,110,72,
105.08.25,R1,芒果-愛文,930,台東市,90,80,60,85.8,560,
105.08.24,R1,芒果-愛文,104,台北二,165,82.4,45.7,91.6,3401,
105.08.24,R1,芒果-愛文,109,台北一,207.5,98.5,49.6,110.5,3687,
105.08.24,R1,芒果-愛文,241,三重區,121.5,66.7,36.9,71.7,2675,
105.08.24,R1,芒果-愛文,260,宜蘭市,180,100,60,98,2350,
105.08.24,R1,芒果-愛文,400,台中市,125.8,68.1,43.8,77.6,2073,
105.08.24,R1,芒果-愛文,420,豐原區,100,64.7,30,64.84,620,
105.08.24,R1,芒果-愛文,600,嘉義市,100,84,66,84,800,
105.08.24,R1,芒果-愛文,800,高雄市,120,120,120,120,60,
105.08.24,R1,芒果-愛文,930,台東市,100,80,60,85.8,430,
105.08.23,R1,芒果-愛文,104,台北二,170.4,89.8,60.4,100,8892,
105.08.23,R1,芒果-愛文,109,台北一,220.7,110.5,62.2,122.9,5441,
105.08.23,R1,芒果-愛文,241,三重區,133.3,64.9,39.5,73.5,9674,
105.08.23,R1,芒果-愛文,260,宜蘭市,180,100,60,95,2560,
105.08.23,R1,芒果-愛文,400,台中市,95.1,59.2,31,65.7,6325,
105.08.23,R1,芒果-愛文,420,豐原區,128,66,30,71.23,1870,
105.08.23,R1,芒果-愛文,423,東勢鎮,66.6,66.6,62.5,62.5,61.8,
105.08.23,R1,芒果-愛文,600,嘉義市,100,83,65,83,2000,
105.08.23,R1,芒果-愛文,800,高雄市,120,107,100,108.2,122,
105.08.23,R1,芒果-愛文,930,台東市,90,80,70,85.8,530,
105.08.22,R1,芒果-愛文,600,嘉義市,100,83,66,83,2000,
105.08.21,R1,芒果-愛文,104,台北二,177.9,96.8,60.9,105.8,5998,
105.08.21,R1,芒果-愛文,109,台北一,220.7,119.9,73.4,130.7,4749,
105.08.21,R1,芒果-愛文,241,三重區,155.5,91.3,62.9,98.4,5331,
105.08.21,R1,芒果-愛文,260,宜蘭市,180,100,60,95,2050,
105.08.21,R1,芒果-愛文,400,台中市,125.1,65.4,30,67.3,8684,
105.08.21,R1,芒果-愛文,420,豐原區,60,55.5,50,55.31,960,
105.08.21,R1,芒果-愛文,600,嘉義市,150,90,66,90,500,
105.08.21,R1,芒果-愛文,800,高雄市,120,120,103.3,116.7,144,
105.08.21,R1,芒果-愛文,930,台東市,100,80,60,85.8,550,
105.08.20,R1,芒果-愛文,104,台北二,176.1,107.8,62.8,112.5,8387,
105.08.20,R1,芒果-愛文,109,台北一,197.9,100.1,65.5,112.7,11191,
105.08.20,R1,芒果-愛文,241,三重區,145.7,68.3,41.4,78.4,13623.5,
105.08.20,R1,芒果-愛文,260,宜蘭市,180,100,60,98,2350,
105.08.20,R1,芒果-愛文,400,台中市,122.4,56.7,42.2,78.9,3780,
105.08.20,R1,芒果-愛文,420,豐原區,100,54.4,30,58.63,2144,
105.08.20,R1,芒果-愛文,600,嘉義市,150,92,75,92,1000,
105.08.20,R1,芒果-愛文,800,高雄市,120,100.7,80,100.4,934,
105.08.20,R1,芒果-愛文,830,鳳山區,111.1,85.7,70,85.7,840,
105.08.19,R1,芒果-愛文,420,豐原區,100,66.4,30,65.85,410,
105.08.19,R1,芒果-愛文,600,嘉義市,148,90,72,90,2000,
105.08.17,R1,芒果-愛文,104,台北二,154.7,105.1,58.7,105.8,10941,
105.08.17,R1,芒果-愛文,109,台北一,210.4,109.8,67.5,121.5,9349,
105.08.17,R1,芒果-愛文,241,三重區,135,79.7,51.2,85,15124,
105.08.17,R1,芒果-愛文,260,宜蘭市,180,100,60,95,1950,
105.08.17,R1,芒果-愛文,400,台中市,119.7,64.7,34.9,74.5,8624,
105.08.17,R1,芒果-愛文,420,豐原區,100,100,100,100,3,
105.08.17,R1,芒果-愛文,600,嘉義市,150,90,72,90,4500,
105.08.17,R1,芒果-愛文,800,高雄市,100,89.1,70,87.4,537,
105.08.17,R1,芒果-愛文,930,台東市,100,80,60,85.8,730,
105.08.16,R1,芒果-愛文,104,台北二,165.3,107,58.8,109,14054,
105.08.16,R1,芒果-愛文,109,台北一,223.8,115.3,67.5,127.5,12289,
105.08.16,R1,芒果-愛文,241,三重區,141.9,82.9,52.8,88.7,25214,
105.08.16,R1,芒果-愛文,260,宜蘭市,200,120,60,115,2350,
105.08.16,R1,芒果-愛文,400,台中市,100.4,66.1,41.9,75.2,36608,
105.08.16,R1,芒果-愛文,420,豐原區,77,71.4,52.2,68.69,3825,
105.08.16,R1,芒果-愛文,600,嘉義市,150,90,72,90,5600,
105.08.16,R1,芒果-愛文,800,高雄市,100,100,100,100,84,
105.08.16,R1,芒果-愛文,930,台東市,100,80,60,85.8,820,
105.08.15,R1,芒果-愛文,420,豐原區,82.6,70.2,49.7,68.58,1480,
105.08.15,R1,芒果-愛文,600,嘉義市,150,90,72,90,4650,
105.08.14,R1,芒果-愛文,104,台北二,159.3,91.9,55.9,98.2,10785,
105.08.14,R1,芒果-愛文,109,台北一,203,107.8,61,117.5,8082,
105.08.14,R1,芒果-愛文,241,三重區,147.1,86.7,51.6,91.8,10728,
105.08.14,R1,芒果-愛文,260,宜蘭市,130,90,50,88,1180,
105.08.14,R1,芒果-愛文,400,台中市,117.7,69.8,40.4,77.9,12342,
105.08.14,R1,芒果-愛文,420,豐原區,117.5,77.7,50,80.09,3170,
105.08.14,R1,芒果-愛文,600,嘉義市,147,83,60,83,3800,
105.08.14,R1,芒果-愛文,800,高雄市,150,105,100,113,77,
105.08.14,R1,芒果-愛文,830,鳳山區,90,79.5,70.3,79.5,1660,
105.08.14,R1,芒果-愛文,930,台東市,100,80,60,85.8,660,
105.08.13,R1,芒果-愛文,104,台北二,149,81.9,55,90,9541,
105.08.13,R1,芒果-愛文,109,台北一,194.5,97.5,65.8,110.6,10057,
105.08.13,R1,芒果-愛文,241,三重區,132.1,69,45.9,77,10992,
105.08.13,R1,芒果-愛文,260,宜蘭市,150,95,50,96,1350,
105.08.13,R1,芒果-愛文,400,台中市,122.8,74.6,47.7,69.1,29272,
105.08.13,R1,芒果-愛文,420,豐原區,100,56.7,30,60,3095,
105.08.13,R1,芒果-愛文,600,嘉義市,150,83,59,83,2600,
105.08.13,R1,芒果-愛文,800,高雄市,125.8,86.9,50,87.3,1555,
105.08.13,R1,芒果-愛文,830,鳳山區,100,89.2,81.3,89.2,740,
105.08.13,R1,芒果-愛文,930,台東市,100,80,60,85.7,350,
105.08.12,R1,芒果-愛文,104,台北二,164.7,92.6,54.2,99.3,5843,
105.08.12,R1,芒果-愛文,109,台北一,181.3,90.9,67.7,104.3,9279,
105.08.12,R1,芒果-愛文,241,三重區,124,71.1,43.9,76.2,9886,
105.08.12,R1,芒果-愛文,260,宜蘭市,150,100,55,96,1100,
105.08.12,R1,芒果-愛文,400,台中市,97.8,55.9,32.1,63.1,9468,
105.08.12,R1,芒果-愛文,420,豐原區,99.2,75,57.2,76.28,1518,
105.08.12,R1,芒果-愛文,600,嘉義市,152,85,58,85,2500,
105.08.12,R1,芒果-愛文,800,高雄市,130,123.6,103.3,120.8,717,
105.08.12,R1,芒果-愛文,830,鳳山區,100,80.5,70.3,80.5,820,
105.08.12,R1,芒果-愛文,930,台東市,120,100,80,105.5,450,
105.08.11,R1,芒果-愛文,104,台北二,143.2,77.2,47.7,84.5,7090,
105.08.11,R1,芒果-愛文,109,台北一,173.5,91.1,55,100.4,8220,
105.08.11,R1,芒果-愛文,241,三重區,120.3,68.7,45.8,74.4,8762,
105.08.11,R1,芒果-愛文,260,宜蘭市,150,100,55,95,1260,
105.08.11,R1,芒果-愛文,400,台中市,116.1,69.4,38.6,71.8,10983,
105.08.11,R1,芒果-愛文,420,豐原區,88.9,75,50,72.76,2985,
105.08.11,R1,芒果-愛文,600,嘉義市,145,83,60,83,1000,
105.08.11,R1,芒果-愛文,800,高雄市,120,100.5,71.1,98.5,792,
105.08.11,R1,芒果-愛文,830,鳳山區,100,80.5,70.3,80.5,820,
105.08.11,R1,芒果-愛文,930,台東市,130,110,80,111.5,340,
105.08.10,R1,芒果-愛文,104,台北二,157.4,87.2,55,94.8,5768,
105.08.10,R1,芒果-愛文,109,台北一,176.4,93.5,64.6,104.3,7268,
105.08.10,R1,芒果-愛文,241,三重區,106.4,64.5,46.7,69.3,9793,
105.08.10,R1,芒果-愛文,260,宜蘭市,145,100,55,95,1560,
105.08.10,R1,芒果-愛文,400,台中市,119,76.4,52.8,74.7,9499,
105.08.10,R1,芒果-愛文,420,豐原區,95.8,79,78.5,82.25,1780,
105.08.10,R1,芒果-愛文,600,嘉義市,148,81,60,81,100,
105.08.10,R1,芒果-愛文,800,高雄市,120,95,70,95,1133,
105.08.10,R1,芒果-愛文,830,鳳山區,100,77.6,60.5,77.6,850,
105.08.10,R1,芒果-愛文,930,台東市,130,110,80,111.5,450,
105.08.09,R1,芒果-愛文,104,台北二,153.7,90.8,52.5,95.8,11553,
105.08.09,R1,芒果-愛文,109,台北一,166.4,85.2,58.8,96.2,14476,
105.08.09,R1,芒果-愛文,241,三重區,119.2,67.9,48.8,74.3,20898,
105.08.09,R1,芒果-愛文,260,宜蘭市,135,100,55,98,1760,
105.08.09,R1,芒果-愛文,400,台中市,118.5,77.8,47.3,79.9,12399,
105.08.09,R1,芒果-愛文,420,豐原區,118.7,72.7,60,79.37,858,
105.08.09,R1,芒果-愛文,600,嘉義市,150,83,62,83,1600,
105.08.09,R1,芒果-愛文,800,高雄市,130,108.5,69.7,105,1941,
105.08.09,R1,芒果-愛文,830,鳳山區,100,78.6,61.9,78.6,840,
105.08.09,R1,芒果-愛文,930,台東市,130,110,80,111.5,280,
105.08.08,R1,芒果-愛文,600,嘉義市,155,92,65,92,1200,
105.08.07,R1,芒果-愛文,104,台北二,146.1,89,56,93.8,8742,
105.08.07,R1,芒果-愛文,109,台北一,161.4,86.6,64.3,97.1,11687,
105.08.07,R1,芒果-愛文,241,三重區,123.4,69.4,48.1,76,15290,
105.08.07,R1,芒果-愛文,260,宜蘭市,135,100,55,95,1480,
105.08.07,R1,芒果-愛文,400,台中市,125.3,84.4,61.2,81.4,9535,
105.08.07,R1,芒果-愛文,420,豐原區,75,75,75,75,552,
105.08.07,R1,芒果-愛文,600,嘉義市,150,90,65,90,1000,
105.08.07,R1,芒果-愛文,800,高雄市,128,118.7,109.5,118.7,1128,
105.08.07,R1,芒果-愛文,830,鳳山區,100,83.5,70.4,83.5,1580,
105.08.07,R1,芒果-愛文,930,台東市,130,110,80,111.5,350,
105.08.06,R1,芒果-愛文,104,台北二,153.3,96.2,58.3,100.1,9467,
105.08.06,R1,芒果-愛文,109,台北一,165.4,93.4,60.2,101.2,11989,
105.08.06,R1,芒果-愛文,241,三重區,127.7,73.7,50.1,79.8,14818,
105.08.06,R1,芒果-愛文,260,宜蘭市,135,100,55,95,1750,
105.08.06,R1,芒果-愛文,400,台中市,118.3,82.1,53.1,79.8,14832,
105.08.06,R1,芒果-愛文,420,豐原區,94.6,55.6,50,62.26,1802,
105.08.06,R1,芒果-愛文,600,嘉義市,150,90,65,90,1000,
105.08.06,R1,芒果-愛文,800,高雄市,125.2,104.8,73.8,102.7,1716,
105.08.06,R1,芒果-愛文,830,鳳山區,112.5,99.6,92.9,99.6,770,
105.08.06,R1,芒果-愛文,930,台東市,130,110,80,111.5,380,
105.08.05,R1,芒果-愛文,104,台北二,151.9,90.1,55.2,95.5,8189,
105.08.05,R1,芒果-愛文,109,台北一,168.5,91,62.7,100.8,12202,
105.08.05,R1,芒果-愛文,241,三重區,122,74,57.2,80.3,15805,
105.08.05,R1,芒果-愛文,260,宜蘭市,135,100,55,95,1250,
105.08.05,R1,芒果-愛文,400,台中市,129.2,82.6,50.3,87,6605,
105.08.05,R1,芒果-愛文,420,豐原區,108,79.2,60,81.12,747,
105.08.05,R1,芒果-愛文,600,嘉義市,150,100,68,100,2500,
105.08.05,R1,芒果-愛文,800,高雄市,130,112.2,106,114.5,678,
105.08.05,R1,芒果-愛文,930,台東市,130,110,80,111.5,270,
105.08.04,R1,芒果-愛文,104,台北二,138.7,87,43.6,88.7,14017,
105.08.04,R1,芒果-愛文,109,台北一,187.2,99.1,68.7,110.6,9056,
105.08.04,R1,芒果-愛文,241,三重區,140.9,78.9,55.9,86.7,15181,
105.08.04,R1,芒果-愛文,260,宜蘭市,135,100,55,95,1380,
105.08.04,R1,芒果-愛文,400,台中市,116.7,80.6,59.3,76.8,13820,
105.08.04,R1,芒果-愛文,420,豐原區,74.6,50,50,54.92,1016,
105.08.04,R1,芒果-愛文,800,高雄市,130,108.6,74.1,106,1329,
105.08.04,R1,芒果-愛文,830,鳳山區,112.5,100,92.9,100,660,
105.08.04,R1,芒果-愛文,930,台東市,130,110,80,110.5,360,
105.08.03,R1,芒果-愛文,104,台北二,149.1,89.4,60,95.4,14001,
105.08.03,R1,芒果-愛文,109,台北一,187,98.9,63.9,109.5,12132,
